JK대분류,JK중분류,매핑 O*NET 직업명,Top3,현실형(R) T,탐구형(I) T,예술형(A) T,사회형(S) T,진취형(E) T,관습형(C) T,전공필수,직무정보
디자인,UI·UX디자이너,웹 및 디지털 인터페이스 디자이너,IAC,44.7,60.1,64.6,44.1,46.9,45.4,X,"1. 직무 정의: UI·UX 디자이너는 사용자 경험(User Experience)과 사용자 인터페이스(User Interface)를 설계하여 제품이나 서비스의 사용성을 향상시키는 역할을 합니다. 이들은 사용자의 요구를 이해하고, 이를 바탕으로 직관적이고 매력적인 디자인을 개발합니다.

2. 핵심 역할: UI·UX 디자이너의 가장 중요한 목표는 사용자가 제품을 쉽게 이해하고 사용할 수 있도록 최적의 경험을 제공하는 것입니다.

3. 주요 업무:
   - 사용자 조사 및 분석: 사용자 요구사항과 행동 패턴을 조사하여 디자인 방향성을 설정합니다.
   - 와이어프레임 및 프로토타입 제작: 초기 디자인 아이디어를 시각적으로 표현하여 사용자 피드백을 받습니다.
   - 인터페이스 디자인: 최종 제품의 시각적 요소를 설계하여 브랜드 아이덴티티와 일치하도록 합니다.
   - 사용자 테스트 및 피드백 반영: 실제 사용자와의 테스트를 통해 문제점을 발견하고 개선점을 반영합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 디자인 원칙 및 이론에 대한 이해
     - 사용자 경험(UX) 설계 방법론에 대한 지식
   - 주요 사용 언어 및 툴
     - 디자인 툴(예: Adobe XD, Figma, Sketch)
     - 프로토타이핑 툴(예: InVision, Marvel)
   - 인프라/운영/협업 등 실무 적용 역량
     - 팀원과의 원활한 커뮤니케이션 능력
     - 프로젝트 관리 및 일정 조율 능력
     - 사용자 피드백을 분석하고 개선안을 도출하는 능력"
디자인,공간디자이너,인테리어 디자이너; 무대 및 전시 디자이너,ARE,52.4,48.0,76.7,49.1,49.7,36.6,X,"1. 직무 정의: 공간디자이너는 건축물이나 실내 공간의 기능성과 미적 요소를 고려하여 최적의 디자인을 구상하고 구현하는 역할을 합니다. 이들은 고객의 요구를 반영하여 공간의 생명주기 전반에 걸쳐 디자인 컨셉을 개발하고 실행합니다.

2. 핵심 역할: 공간디자이너는 사용자 경험을 극대화하고 공간의 효율성을 높이는 디자인 솔루션을 제공하는 것이 가장 중요한 목표입니다.

3. 주요 업무: 
   - 기획: 고객의 요구사항 및 목적에 맞는 공간의 기본 컨셉과 방향성을 설정합니다.
   - 설계: 공간의 레이아웃, 색상, 재료 등을 포함한 상세 디자인을 도출합니다.
   - 시공 관리: 디자인에 따른 시공 과정이 원활하게 진행되도록 관리하고 조정합니다.
   - 평가 및 피드백: 완공된 공간에 대한 평가를 실시하고, 필요 시 개선 사항을 제안합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 공간 디자인 이론 및 원칙에 대한 이해
     - 건축 및 인테리어 관련 법규 및 규정에 대한 지식
   - 주요 사용 언어 및 툴
     - CAD 소프트웨어(예: AutoCAD, SketchUp)
     - 3D 모델링 툴(예: Rhino, 3ds Max)
   - 인프라/운영/협업 등 실무 적용 역량
     - 프로젝트 관리 능력 및 일정 조율 능력
     - 다양한 이해관계자(고객, 시공사, 엔지니어 등)와의 효과적인 커뮤니케이션 능력"
디자인,광고디자이너,그래픽 디자이너,ACE,48.1,46.8,81.0,44.8,49.7,39.4,X,"1. 직무 정의: 광고디자이너는 광고 캠페인의 시각적 요소를 설계하고 제작하여 브랜드 메시지를 효과적으로 전달하는 역할을 합니다. 이들은 광고의 기획 단계부터 최종 출력까지의 모든 생명주기에 관여합니다.

2. 핵심 역할: 광고디자이너의 주요 목표는 소비자의 관심을 끌고 브랜드 인지도를 높이는 매력적인 광고 디자인을 창출하는 것입니다.

3. 주요 업무:
   - 기획: 광고 캠페인의 목표와 메시지를 이해하고, 디자인 방향성을 설정합니다.
   - 디자인: 그래픽 소프트웨어(예: Adobe Photoshop, Illustrator)를 사용하여 광고 시각 요소를 제작합니다.
   - 수정 및 피드백: 클라이언트나 팀원으로부터 받은 피드백을 반영하여 디자인을 수정합니다.
   - 최종 출력: 인쇄물 또는 디지털 매체에 적합한 형식으로 디자인을 최종화하여 제출합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 광고 디자인 원칙 및 소비자 심리 이해
     - 색채 이론 및 타이포그래피에 대한 지식
   - 주요 사용 언어 및 툴
     - 그래픽 디자인 소프트웨어(예: Adobe Creative Suite)
     - 프로토타이핑 툴(예: Sketch, Figma)
   - 인프라/운영/협업 등 실무 적용 역량
     - 프로젝트 관리 및 일정 조율 능력
     - 팀원 및 클라이언트와의 효과적인 커뮤니케이션 능력"
디자인,그래픽디자이너,그래픽 디자이너,ACE,48.1,46.8,81.0,44.8,49.7,39.4,X,"1. 직무 정의: 그래픽디자이너는 시각적 커뮤니케이션을 통해 브랜드와 메시지를 효과적으로 전달하기 위해 다양한 디자인 요소를 창조하고 조합하는 역할을 합니다. 이들은 광고, 웹사이트, 포스터 등 다양한 매체에서 시각적 콘텐츠를 제작하여 사용자 경험을 향상시키는 데 기여합니다.

2. 핵심 역할: 그래픽디자이너의 존재 이유는 브랜드 아이덴티티를 강화하고 소비자의 관심을 끌어내는 매력적인 비주얼을 창출하는 것입니다.

3. 주요 업무: 
   - 기획: 프로젝트 요구사항을 분석하고 디자인 방향성을 설정합니다.
   - 디자인: 스케치 및 디지털 툴을 사용하여 비주얼 콘텐츠를 제작합니다.
   - 수정 및 피드백 반영: 클라이언트나 팀의 피드백을 바탕으로 디자인을 수정하고 최종 결과물을 완성합니다.
   - 배포 및 관리: 최종 디자인을 다양한 플랫폼에 배포하고, 필요한 경우 유지보수 및 업데이트를 진행합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 디자인 원칙 및 색채 이론에 대한 이해가 필요합니다.
     - 트렌드 분석 및 시장 조사 능력이 요구됩니다.
   - 주요 사용 언어 및 툴
     - 디자인 소프트웨어(Adobe Photoshop, Illustrator, InDesign 등)를 능숙하게 사용합니다.
     - 프로토타이핑 툴(Figma, Sketch 등)을 활용하여 디자인을 시각화합니다.
   - 인프라/운영/협업 등 실무 적용 역량
     - 팀원 및 클라이언트와의 효과적인 커뮤니케이션 능력이 필요합니다.
     - 프로젝트 관리 툴(Trello, Asana 등)을 사용하여 작업을 체계적으로 관리합니다."
디자인,산업디자이너,상업 및 산업 디자이너,ARI,55.9,54.7,71.5,41.6,50.1,36.4,X,"1. 직무 정의: 산업디자이너는 제품의 형태, 기능, 사용성을 고려하여 소비자에게 매력적이고 실용적인 제품을 설계하는 역할을 합니다. 이 과정은 아이디어 구상부터 프로토타입 제작, 최종 제품 출시까지의 생명주기를 포함합니다.

2. 핵심 역할: 산업디자이너의 존재 이유는 사용자의 요구를 충족시키는 혁신적이고 기능적인 제품을 개발하여 시장에서 경쟁력을 확보하는 것입니다.

3. 주요 업무:
   - 아이디어 구상: 시장 조사 및 사용자 요구 분석을 통해 제품 아이디어를 발굴합니다.
   - 설계 및 모델링: CAD 소프트웨어(예: SolidWorks, AutoCAD)를 사용하여 제품의 형태와 구조를 설계합니다.
   - 프로토타입 제작: 3D 프린터와 같은 기술을 활용하여 초기 모델을 제작하고, 테스트를 통해 개선점을 도출합니다.
   - 최종 제품 개발: 생산 공정과 협력하여 제품의 최종 디자인을 확정하고, 양산을 위한 준비를 진행합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 디자인 원칙 및 이론에 대한 이해
     - 재료 및 제조 공정에 대한 지식
   - 주요 사용 언어 및 툴
     - CAD 소프트웨어(SolidWorks, AutoCAD)
     - 그래픽 디자인 툴(Adobe Illustrator, Photoshop)
   - 인프라/운영/협업 등 실무 적용 역량
     - 팀 프로젝트 관리 및 협업 능력
     - 고객 및 이해관계자와의 효과적인 커뮤니케이션 능력"
디자인,시각디자이너,그래픽 디자이너,ACE,48.1,46.8,81.0,44.8,49.7,39.4,X,"1. 직무 정의: 시각디자이너는 브랜드 및 제품의 비주얼 아이덴티티를 구축하고, 다양한 매체를 통해 시각적으로 전달되는 메시지를 설계합니다. 이들은 그래픽 디자인, 일러스트레이션, 타이포그래피 등을 활용하여 고객의 요구에 맞는 시각적 솔루션을 제공합니다.

2. 핵심 역할: 시각디자이너의 주요 목표는 효과적인 시각적 커뮤니케이션을 통해 브랜드 가치를 극대화하는 것입니다.

3. 주요 업무:
   - 기획: 프로젝트 요구사항 분석 및 디자인 컨셉 개발을 통해 초기 아이디어를 구상합니다.
   - 디자인: 그래픽 소프트웨어(Adobe Photoshop, Illustrator 등)를 사용하여 비주얼 요소를 제작합니다.
   - 검토 및 수정: 클라이언트 피드백을 반영하여 디자인을 수정하고 최종 결과물을 완성합니다.
   - 배포: 최종 디자인을 다양한 플랫폼(웹, 인쇄 등)에 맞게 포맷팅하고 배포합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 디자인 원칙 및 색채 이론에 대한 이해가 필요합니다.
     - 최신 디자인 트렌드 및 기술에 대한 지속적인 학습이 요구됩니다.
   - 주요 사용 언어 및 툴
     - 그래픽 디자인 소프트웨어(Adobe Creative Suite: Photoshop, Illustrator, InDesign 등)를 사용합니다.
     - 프로토타이핑 툴(Figma, Sketch 등)을 활용하여 디자인 시안을 제작합니다.
   - 인프라/운영/협업 등 실무 적용 역량
     - 프로젝트 관리 도구(Trello, Asana 등)를 사용하여 팀원과 협업합니다.
     - 클라이언트와의 원활한 커뮤니케이션 능력이 필요합니다."
디자인,실내디자이너,인테리어 디자이너,ARC,54.7,49.0,72.3,48.0,48.1,38.9,X,"1. 직무 정의: 실내디자이너는 공간의 기능성과 미적 요소를 고려하여 실내 환경을 설계하고 꾸미는 전문가입니다. 이들은 고객의 요구사항을 반영하여 공간의 생명주기 전반에 걸쳐 디자인을 개발하고 실행합니다.

2. 핵심 역할: 실내디자이너의 존재 이유는 고객의 요구에 맞는 아름답고 기능적인 공간을 창출하는 것입니다.

3. 주요 업무: 
   - 고객 요구 분석: 고객의 필요와 선호를 파악하여 디자인 방향성을 설정합니다.
   - 공간 설계: 공간의 레이아웃, 색상, 재료 등을 고려하여 디자인 도면을 작성합니다.
   - 시공 관리: 디자인이 실제로 구현될 수 있도록 시공 과정을 감독하고 조율합니다.
   - 최종 점검 및 피드백: 완공 후 공간을 점검하고 고객의 피드백을 반영하여 수정합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 공간 디자인 원칙 및 이론에 대한 이해
     - 색채 이론 및 재료 특성에 대한 지식
   - 주요 사용 언어 및 툴
     - 디자인 소프트웨어(예: AutoCAD, SketchUp, Adobe Creative Suite)
   - 인프라/운영/협업 등 실무 적용 역량
     - 프로젝트 관리 및 커뮤니케이션 능력
     - 건축 및 인테리어 관련 법규 및 규정 이해
     - 다양한 이해관계자(건축가, 시공업체 등)와의 협업 능력"
디자인,아트디렉터,아트 디렉터,AEC,47.1,45.9,81.0,48.1,59.7,39.8,X,"1. 직무 정의: 아트디렉터는 프로젝트의 비주얼 및 디자인 방향을 설정하고 관리하는 역할을 수행합니다. 이들은 다양한 매체에서 시각적 요소를 조화롭게 통합하여 브랜드의 아이덴티티를 강화합니다.

2. 핵심 역할: 아트디렉터는 프로젝트의 전체적인 비주얼 컨셉을 개발하고, 이를 통해 브랜드 메시지를 효과적으로 전달하는 것을 목표로 합니다.

3. 주요 업무:
   - 기획: 프로젝트의 비주얼 컨셉과 디자인 방향을 설정합니다.
   - 디자인: 그래픽, 일러스트레이션, 사진 등 시각적 요소를 제작하거나 감독합니다.
   - 검토 및 피드백: 디자인 작업을 검토하고 팀원들에게 피드백을 제공합니다.
   - 최종 조정: 클라이언트와의 협의를 통해 최종 디자인을 조정하고 확정합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 디자인 원칙 및 색채 이론에 대한 이해가 필요합니다.
     - 트렌드 분석 및 시장 조사 능력이 요구됩니다.
   - 주요 사용 언어 및 툴
     - 디자인 소프트웨어(Adobe Creative Suite: Photoshop, Illustrator, InDesign 등)를 사용합니다.
     - 프로토타이핑 툴(Figma, Sketch 등)을 활용합니다.
   - 인프라/운영/협업 등 실무 적용 역량
     - 팀원 및 클라이언트와의 효과적인 커뮤니케이션 능력이 필요합니다.
     - 프로젝트 관리 도구(Trello, Asana 등)를 사용하여 작업을 조율합니다."
디자인,영상디자이너,특수효과 아티스트 및 애니메이터; 영상 편집자,ACR,49.7,43.8,75.9,42.6,45.1,37.7,X,"1. 직무 정의: 영상디자이너는 영상 콘텐츠의 기획, 제작, 편집 및 후반 작업을 통해 시청자의 관심을 끌고 메시지를 효과적으로 전달하는 역할을 합니다. 이들은 다양한 매체를 통해 브랜드 및 제품의 이미지를 시각적으로 표현하며, 프로젝트의 생명주기 전반에 걸쳐 참여합니다.

2. 핵심 역할: 영상디자이너는 창의적인 비주얼 스토리텔링을 통해 브랜드 메시지를 강화하고, 시청자와의 감정적 연결을 구축하는 것을 목표로 합니다.

3. 주요 업무:
   - 기획: 영상 콘텐츠의 주제 및 목표 설정, 스토리보드 작성 및 아이디어 구상에 관여합니다.
   - 촬영: 필요한 영상 자료를 촬영하고, 적절한 조명 및 카메라 앵글을 설정하여 고품질 영상을 확보합니다.
   - 편집: 촬영한 영상을 편집 소프트웨어(예: Adobe Premiere Pro, Final Cut Pro)를 사용하여 최종 영상으로 완성합니다.
   - 후반 작업: 색 보정, 사운드 믹싱 및 특수 효과 추가 등을 통해 영상의 품질을 높이고, 최종 결과물을 배포합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 영상 제작 및 편집 이론에 대한 이해
     - 색채 이론 및 시각적 구성 원리에 대한 지식
   - 주요 사용 언어 및 툴
     - 영상 편집 툴(예: Adobe Premiere Pro, Final Cut Pro)
     - 그래픽 디자인 툴(예: Adobe After Effects, Photoshop)
   - 인프라/운영/협업 등 실무 적용 역량
     - 프로젝트 관리 및 팀 협업 능력
     - 클라이언트 요구 사항 분석 및 피드백 반영 능력
     - 다양한 포맷과 플랫폼에 맞춘 영상 최적화 능력"
디자인,웹디자이너,웹 및 디지털 인터페이스 디자이너,IAC,44.7,60.1,64.6,44.1,46.9,45.4,X,"1. 직무 정의: 웹디자이너는 웹사이트의 시각적 요소와 사용자 경험을 설계하여, 사용자가 편리하게 웹사이트를 이용할 수 있도록 합니다. 이들은 디자인의 기획부터 최종 구현까지 생명주기 전반에 걸쳐 관여합니다.

2. 핵심 역할: 웹디자이너의 존재 이유는 사용자 친화적인 인터페이스를 제공하여 웹사이트의 접근성과 미적 가치를 극대화하는 것입니다.

3. 주요 업무:
   - 기획: 웹사이트의 목적과 타겟 사용자 분석을 통해 디자인 방향성을 설정합니다.
   - 디자인: 사용자 인터페이스(UI)와 사용자 경험(UX) 디자인을 통해 시각적 요소를 구상하고 제작합니다.
   - 프로토타입 제작: 디자인 시안을 바탕으로 인터랙티브 프로토타입을 제작하여 사용자 테스트를 진행합니다.
   - 최종 구현: 개발팀과 협업하여 디자인을 실제 웹사이트에 적용하고, 필요한 수정 작업을 진행합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 웹 디자인 원칙 및 사용자 경험(UX) 이론에 대한 이해가 필요합니다.
     - 색채 이론 및 타이포그래피에 대한 지식이 요구됩니다.
   - 주요 사용 언어 및 툴
     - 디자인 툴(Adobe XD, Figma, Sketch 등)을 사용합니다.
     - HTML/CSS와 같은 웹 기술에 대한 기본적인 이해가 필요합니다.
   - 인프라/운영/협업 등 실무 적용 역량
     - 개발팀과의 원활한 커뮤니케이션 능력이 중요합니다.
     - 프로젝트 관리 툴(Jira, Trello 등)을 사용하여 작업을 체계적으로 관리합니다."
디자인,일러스트레이터,"순수예술가(화가, 조각가, 일러스트레이터 포함)",ARI,52.7,45.8,81.0,44.5,42.3,25.2,X,"1. 직무 정의: 일러스트레이터는 다양한 매체를 위해 시각적 이미지를 창작하는 전문가입니다. 이들은 고객의 요구에 맞춰 개념을 시각적으로 표현하고, 최종 작품을 완성하기까지의 전 과정을 관리합니다.

2. 핵심 역할: 일러스트레이터의 주요 목표는 독창적이고 매력적인 이미지를 통해 메시지를 효과적으로 전달하는 것입니다.

3. 주요 업무:
   - 기획: 프로젝트 요구사항을 분석하고, 고객과의 협의를 통해 디자인 방향을 설정합니다.
   - 스케치 및 디자인: 초기 아이디어를 바탕으로 스케치를 제작하고, 최종 디자인을 개발합니다.
   - 디지털화: 수작업 스케치를 디지털 형식으로 변환하고, 필요한 경우 색상 및 텍스처를 추가합니다.
   - 최종 검토 및 수정: 고객의 피드백을 반영하여 최종 작품을 수정하고, 출력 또는 배포를 준비합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 색채 이론 및 디자인 원칙에 대한 이해
     - 다양한 일러스트레이션 스타일 및 기법에 대한 지식
   - 주요 사용 언어 및 툴
     - 그래픽 디자인 소프트웨어(Adobe Illustrator, Photoshop)
     - 드로잉 태블릿 및 관련 하드웨어(Wacom 등)
   - 인프라/운영/협업 등 실무 적용 역량
     - 고객과의 효과적인 커뮤니케이션 능력
     - 프로젝트 관리 및 일정 조율 능력
     - 팀워크 및 협업을 통한 창의적 문제 해결 능력"
디자인,제품디자이너,상업 및 산업 디자이너,ARI,55.9,54.7,71.5,41.6,50.1,36.4,X,"1. 직무 정의: 제품디자이너는 사용자 경험을 고려하여 제품의 외관과 기능을 설계하고, 이를 통해 사용자의 요구를 충족하는 제품을 개발합니다. 이 과정은 아이디어 구상부터 프로토타입 제작, 최종 제품 출시까지의 생명주기를 포함합니다.

2. 핵심 역할: 제품디자이너의 존재 이유는 사용자의 니즈를 반영한 혁신적이고 직관적인 제품을 설계하여 시장에서의 경쟁력을 높이는 것입니다.

3. 주요 업무:
   - 리서치: 사용자 요구 및 시장 트렌드를 분석하여 디자인 방향성을 설정합니다.
   - 아이디어 구상: 브레인스토밍을 통해 창의적인 디자인 아이디어를 도출합니다.
   - 프로토타입 제작: 초기 디자인을 바탕으로 시제품을 제작하고, 사용자 테스트를 통해 피드백을 수집합니다.
   - 최종 디자인 및 출시: 피드백을 반영하여 최종 디자인을 완성하고, 제품 출시를 위한 준비를 진행합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 디자인 원칙 및 이론에 대한 이해
     - 사용자 경험(UX) 및 인터페이스(UI) 디자인에 대한 지식
   - 주요 사용 언어 및 툴
     - 디자인 툴(Adobe XD, Sketch, Figma 등)
     - 프로토타이핑 툴(InVision, Marvel 등)
   - 인프라/운영/협업 등 실무 적용 역량
     - 팀원 및 이해관계자와의 원활한 커뮤니케이션 능력
     - 프로젝트 관리 및 일정 조율 능력
     - 사용자 테스트 및 피드백 분석 능력"
디자인,캐릭터디자이너,"순수예술가(화가, 조각가, 일러스트레이터 포함); 특수효과 아티스트 및 애니메이터",ARC,51.8,46.2,81.0,44.0,43.3,29.5,X,"1. 직무 정의: 캐릭터디자이너는 게임, 애니메이션, 영화 등의 매체에서 등장하는 캐릭터의 외형과 성격을 설계하고 시각적으로 표현하는 역할을 합니다. 이들은 캐릭터의 생명주기 전반에 걸쳐 컨셉 개발, 디자인, 모델링 등을 수행합니다.

2. 핵심 역할: 캐릭터디자이너의 주요 목표는 매력적이고 독창적인 캐릭터를 창조하여 스토리와 감정을 전달하는 것입니다.

3. 주요 업무: 
   - 컨셉 개발: 캐릭터의 배경, 성격, 외형 등을 구상하고 스케치합니다.
   - 디자인: 최종 캐릭터의 색상, 의상, 표정 등을 결정하여 디지털 아트워크로 제작합니다.
   - 모델링: 3D 소프트웨어를 사용하여 캐릭터의 3D 모델을 제작합니다.
   - 애니메이션: 캐릭터의 움직임과 행동을 설계하여 애니메이션 작업에 참여합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 캐릭터 디자인 이론 및 원칙에 대한 이해
     - 색채 이론 및 형태학에 대한 지식
   - 주요 사용 언어 및 툴
     - 그래픽 디자인 소프트웨어(Adobe Photoshop, Illustrator)
     - 3D 모델링 툴(Maya, Blender)
   - 인프라/운영/협업 등 실무 적용 역량
     - 팀 프로젝트에서의 협업 능력
     - 피드백을 수용하고 반영하는 능력
     - 다양한 매체에 맞춘 디자인 적응 능력"
디자인,편집디자이너,그래픽 디자이너; 전자출판 편집원,ACR,48.5,46.5,73.5,43.0,44.5,46.9,X,"1. 직무 정의: 편집디자이너는 인쇄물 및 디지털 매체의 시각적 요소를 설계하고 구성하여 정보를 효과적으로 전달하는 역할을 합니다. 이들은 디자인의 전반적인 생명주기를 관리하며, 고객의 요구에 맞춘 최종 결과물을 제공합니다.

2. 핵심 역할: 편집디자이너는 시각적 커뮤니케이션을 통해 메시지를 명확하고 매력적으로 전달하는 것을 목표로 합니다.

3. 주요 업무: 
   - 기획: 프로젝트 요구사항 분석 및 디자인 컨셉 개발에 관여합니다.
   - 디자인: 레이아웃, 색상, 타이포그래피 등을 활용하여 시각적 요소를 설계합니다.
   - 제작: 인쇄 및 디지털 매체에 적합한 최종 파일을 준비하고 출력합니다.
   - 검토 및 수정: 고객 피드백을 반영하여 디자인을 수정하고 최종 결과물을 완성합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 디자인 원칙 및 이론에 대한 이해가 필요합니다.
     - 색채 이론 및 타이포그래피에 대한 지식이 요구됩니다.
   - 주요 사용 언어 및 툴
     - 디자인 소프트웨어(Adobe InDesign, Adobe Photoshop, Adobe Illustrator 등)를 사용합니다.
     - 프로토타이핑 툴(Figma, Sketch 등)을 활용합니다.
   - 인프라/운영/협업 등 실무 적용 역량
     - 프로젝트 관리 및 일정 조율 능력이 필요합니다.
     - 팀원 및 고객과의 원활한 커뮤니케이션 능력이 요구됩니다."
디자인,환경디자이너,무대 및 전시 디자이너; 조경 건축가,ARE,55.0,52.9,73.0,48.5,50.7,36.6,X,"1. 직무 정의: 환경디자이너는 자연 환경과 인공 환경의 조화를 고려하여 공간을 설계하고, 지속 가능한 디자인 솔루션을 제공합니다. 이들은 공원, 정원, 도시 공간 등 다양한 환경을 개선하고 활용하는 데 관여합니다.

2. 핵심 역할: 환경디자이너의 주요 목표는 인간과 자연이 조화롭게 공존할 수 있는 공간을 창출하는 것입니다.

3. 주요 업무:
   - 기획: 프로젝트 요구사항을 분석하고, 환경적 요소를 고려한 디자인 컨셉을 개발합니다.
   - 설계: 공간의 레이아웃, 식물 배치, 경관 요소 등을 포함한 상세 설계를 진행합니다.
   - 실행: 설계안을 바탕으로 시공 및 설치 과정을 관리하고, 품질을 검토합니다.
   - 유지 관리: 완공 후 공간의 지속 가능성을 위해 정기적인 점검 및 보수를 실시합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 환경 디자인 원칙 및 생태학적 지식에 대한 이해가 필요합니다.
     - 지속 가능한 자원 관리 및 친환경 재료에 대한 지식이 요구됩니다.
   - 주요 사용 언어 및 툴
     - CAD 소프트웨어(예: AutoCAD, SketchUp) 및 그래픽 디자인 툴(예: Adobe Creative Suite)을 사용합니다.
   - 인프라/운영/협업 등 실무 적용 역량
     - 다양한 이해관계자와의 협업 및 커뮤니케이션 능력이 필요합니다.
     - 프로젝트 관리 및 일정 조율 능력이 요구됩니다."
마케팅·광고·MD,AE(광고기획자),광고 및 프로모션 관리자; 시장조사 분석가 및 마케팅 전문가,ECA,36.6,48.9,56.2,48.2,65.3,46.1,X,"1. 직무 정의: AE(광고기획자)는 광고 캠페인의 기획과 실행을 담당하며, 클라이언트의 요구를 분석하여 효과적인 광고 전략을 수립합니다. 이들은 광고의 생명주기 전반에 걸쳐 시장 조사, 크리에이티브 개발, 매체 계획 등을 관리합니다.

2. 핵심 역할: AE는 클라이언트의 브랜드 목표를 달성하기 위해 전략적 광고 솔루션을 제공하는 것이 가장 중요한 목표입니다.

3. 주요 업무:
   - 시장 조사 및 분석: 타겟 시장과 경쟁사를 분석하여 광고 전략의 기초 자료를 수집합니다.
   - 광고 전략 기획: 클라이언트의 요구에 맞춘 광고 캠페인 목표 및 방향성을 설정합니다.
   - 크리에이티브 개발: 광고 콘텐츠 및 비주얼 요소를 기획하고, 관련 팀과 협업하여 제작합니다.
   - 캠페인 실행 및 모니터링: 광고 캠페인을 실행하고, 성과를 분석하여 필요 시 전략을 조정합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 광고 이론 및 마케팅 원칙에 대한 이해가 필요합니다.
     - 소비자 행동 및 시장 트렌드에 대한 지식이 요구됩니다.
   - 주요 사용 언어 및 툴
     - 광고 기획 및 분석 툴(예: Google Analytics, Adobe Creative Suite) 사용합니다.
     - 프레젠테이션 도구(예: Microsoft PowerPoint) 활용합니다.
   - 인프라/운영/협업 등 실무 적용 역량
     - 프로젝트 관리 능력(예: Trello, Asana)을 갖추고 있어야 합니다.
     - 다양한 팀과의 협업 및 커뮤니케이션 능력이 중요합니다."
마케팅·광고·MD,CRM마케터,시장조사 분석가 및 마케팅 전문가; 검색 마케팅 전략가,ECI,36.4,55.7,54.2,46.7,60.9,48.0,X,"1. 직무 정의: CRM 마케터는 고객 관계 관리(Customer Relationship Management)를 통해 고객의 행동과 선호를 분석하고, 이를 기반으로 맞춤형 마케팅 전략을 수립하여 고객 충성도를 높이는 역할을 합니다. 고객 데이터의 수집, 분석 및 활용을 통해 기업의 매출 증대에 기여합니다.

2. 핵심 역할: CRM 마케터의 존재 이유는 고객과의 지속적인 관계를 구축하고, 이를 통해 고객의 재구매율을 높이는 것입니다.

3. 주요 업무:
   - 데이터 수집 및 분석: 고객의 구매 이력, 행동 패턴 등을 분석하여 인사이트를 도출합니다.
   - 캠페인 기획 및 실행: 분석 결과를 바탕으로 맞춤형 마케팅 캠페인을 기획하고 실행합니다.
   - 성과 모니터링 및 최적화: 캠페인의 성과를 지속적으로 모니터링하고, 필요 시 전략을 조정하여 최적화합니다.
   - 고객 피드백 관리: 고객의 피드백을 수집하고 분석하여 서비스 개선 및 고객 만족도를 높입니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - CRM 이론 및 전략에 대한 이해
     - 데이터 분석 및 통계 지식
   - 주요 사용 언어 및 툴
     - CRM 소프트웨어(Salesforce, HubSpot 등)
     - 데이터 분석 툴(Google Analytics, Excel 등)
   - 인프라/운영/협업 등 실무 적용 역량
     - 팀 간 협업 능력 및 커뮤니케이션 스킬
     - 프로젝트 관리 및 캠페인 운영 능력"
마케팅·광고·MD,MD,도매 및 소매 구매자(농산물 제외),ECR,49.2,40.7,45.6,45.6,59.0,52.8,X,"1. 직무 정의: MD(Merchandiser)는 상품의 기획, 조달, 판매 전략을 수립하여 매출을 극대화하는 역할을 합니다. 시장 조사부터 상품 출시 및 판매 후 관리까지 생명주기 전반에 걸쳐 관여합니다.

2. 핵심 역할: MD는 소비자의 니즈를 반영한 상품을 적시에 제공하여 매출 증대와 고객 만족을 목표로 합니다.

3. 주요 업무:
   - 시장 조사 및 분석: 소비자 트렌드와 경쟁사 분석을 통해 상품 기획에 필요한 데이터를 수집합니다.
   - 상품 기획 및 조달: 판매 전략에 맞춰 적절한 상품을 선정하고, 공급업체와 협력하여 조달합니다.
   - 판매 전략 수립: 가격 책정, 프로모션 계획 등을 수립하여 상품의 시장성을 높입니다.
   - 판매 후 관리: 판매 데이터를 분석하여 상품의 성과를 평가하고, 필요 시 개선 방안을 마련합니다.

4. 필요 역량:
   - 이론/지식 기반 역량
     - 마케팅 및 소비자 행동 이론에 대한 이해가 필요합니다.
     - 상품 관리 및 재고 관리에 대한 지식이 요구됩니다.
   - 주요 사용 언어 및 툴
     - 데이터 분석 도구(예: Excel, Tableau)를 사용하여 판매 데이터를 분석합니다.
     - ERP 시스템(예: SAP, Oracle)으로 상품 관리 및 재고 관리를 수행합니다.
   - 인프라/운영/협업 등 실무 적용 역량
     - 공급업체와의 원활한 커뮤니케이션 능력이 필요합니다.
     - 팀 내 협업을 통해 상품 기획 및 판매 전략을 효과적으로 실행합니다."
