JK대분류,JK중분류,매핑 O*NET 직업명,Top3,현실형(R) T,탐구형(I) T,예술형(A) T,사회형(S) T,진취형(E) T,관습형(C) T,전공필수,통합_직무정의
금융·보험,애널리스트,재무 및 투자 분석가,CEI,36.2,61.3,46.9,44.4,58.4,56.7,X,"투자상품 제도분석이란 관련 상품 시장과 법규를 분석하여 투자상품 개발을 검토하는 능력이다.
 투자상품 마케팅 전략수립이란 개발된 투자상품의 출시와 더불어 라인업 전략, 판매전략 및 홍보전략을 수립하는 능력이다.
 투자환경 위험관리란 상품 출시와 관련된 마케팅 리스크와 제도리스크를 관리하는 능력이다.
 파생내재상품 설계란 파생상품이 내재된 상품의 구조를 결정하고 그에 따른 경제성과 리스크를 검토하는 능력이다.
 대체상품 설계란 기초자산이 주식, 채권, 파생내재상품을 제외한 투자상품을 개발하기 위하여 상품의 구조를 결정하고 그에 따른 경제성과 리스크를 검토하는 능력이다.
 투자 상품성 분석이란 투자상품 개발을 위하여 내부역량을 분석하고 수익성과 위험요인을 검토하는 능력이다.
 투자상품 출시준비란 개발이 완료된 투자상품을 출시하기 위하여 관련 시스템의 개발 지원, 내부인프라 구축 및 투자상품과 관련한 문서작업을 수행하는 능력이다.
 투자상품 위험관리란 상품 출시 후 발생할 수 있는 운용, 마케팅 및 제도상의 리스크를 관리하는 능력이다.
 투자상품 기획이란 투자상품 개발을 위하여 상품시장, 관련 법규 및 내부역량을 분석하여 상품성과 위험요인 등을 검토하는 능력이다.
 투자상품 위험관리란 상품 출시와 관련된 신용리스크와 운용리스크를 관리하는 능력이다.
 투자수요 분석이란 전체 시장에서 투자자의 성향을 분류하고 투자상품에 대한 수요를 파악하여 타깃을 결정하는 능력이다.
 아이디어 수집이란 고객 및 판매채널의 니즈와 금융시장의 동향을 분석하고 자료를 취합·관리하는 능력이다.
 전통상품 설계란 주식, 채권과 같은 전통적 투자자산을 기반으로 상품의 구조를 결정하고 그에 따른 경제성과 리스크를 검토하는 능력이다.
 투자상품 사후관리란 투자상품의 개발, 출시이후 투자상품에 대한 성과, 운용 및 고객의 투자성향 분석결과를 바탕으로 판매이후 과정을 관리하는 능력이다."
금융·보험,은행원·텔러,은행 창구 직원,CES,43.2,37.6,41.8,45.6,53.1,69.9,X,"전자금융 서비스란 고객이 은행방문 없이 전자금융 서비스를 이용하도록 하기 위해 본인확인과 전자금융 이용방법을 설명하여 인터넷·모바일·텔레뱅킹을 등록, 제신고, 해지하는 능력이다.
 예금상품 세일즈란 고객의 목돈마련과 여유자금 운용을 위해  실명확인 절차와 적합한 금융상품 추천을 거쳐 예금신규를 처리하는 능력이다.
 부수업무 처리란 고객의 금융관련 부수업무 처리를 위해 관련 법규와 내부처리 절차에 따라 주금납입, 공과금, 대여금고 업무를 처리하는 능력이다.
 입지급거래란 고객의 자금예치와 인출을 위해 실명확인과 고객별 처리절차를 거쳐 예금신규해지와 입출금 거래를 하는 능력이다.
 외국환거래란 고객의 외국환 거래를 위해 외국환 관련 규정과 실명확인 절차에 따라 환전, 외화예금, 해외송금을 처리하는 능력이다.
 방카슈랑스 세일즈란 고객의 장기저축과 위험보장을 위해 고객니즈를 파악하여 적합한 보험상품 판매와 서비스를 제공하는 능력이다.
 펀드 세일즈란 고객의 목돈마련과 여유자금 투자를 위해 고객 투자성향을 파악하여 적합한 펀드상품을 판매하고 추가매수 또는 환매업무를 수행하는 능력이다.
 금융소비자보호란 고객의 안전한 금융거래를 위해 업무처리 관련 법규와 감독기준에 따라 고객정보를 관리하며 민원 발생을 사전에 예방하고 고객요청 업무를 처리하는 능력이다.
 제신고 처리란 은행거래 관련 고객정보의 변경, 증서의 재발행 또는 각종 증명서를 발행하기 위해 본인확인 절차와 근거서류를 징구하여 고객의 제신고 요청사항을 처리하는 능력이다.
 출납관리란 창구업무에 필요한 시재, 중요증서 관리를 위해 일일대사를 거쳐 텔러 보유시재와 금고시재의 일치여부를 확인하는 능력이다.
 신용카드 세일즈란 고객의 편리한 지급결제 수단 제공과 신용공여를 위해 고객니즈를 파악하여 적합한 신용카드 발급과 관련 서비스를 제공하는 능력이다.
 개인대출 세일즈란 고객의 필요자금 지원을 위해 적절한 대출 상품을 안내하고 필요한 서류를 징구하여 대출을 실행, 사후 관리하는 능력이다.
 입지급 거래란 고객의 자금 예치와 인출 요구를 처리하며, 자기앞수표를 발행 지급하는 능력이다.
 예금 관리란 금융실명제를 이해하여, 실명확인을 통해 예금을 신규하고, 본인확인을 통해 예금을 해지하는 능력이다."
금융·보험,펀드매니저,펀드 매니저,ECI,39.8,52.5,44.9,46.5,68.3,53.8,X,"펀드회계란 운용지시에 따른 자금흐름 전반의 업무를 처리하고, 운용결과에 따라 기준가를 산출하며, 법정보고서를 작성하고 신규 자산의 회계 및 평가기준을 개발하는 능력이다.
 주문실행이란 수급 동향을 파악하고 주문 방법을 선택하여 적정 가격에 매매하는 능력이다.
 펀드 리스크관리란 리스크관리 방법론을 이해한 후 리스크관리시스템을 도입하고, 이 시스템을 활용하여 리스크 분석을 수행하고, 핵심 리스크를 측정하고 통제하는 능력이다.
 펀드상품 기획이란 고객의 니즈와 시장 동향을 조사분석하여 펀드를 개발하고 펀드판매를 위한 마케팅 계획을 수립하는 능력이다.
 펀드 수탁관리란 증권의 보관이나 매매에 따른 결제 업무를 수행하고, 기준가를 검증하며, 운용지침 점검 및 시정을 요구하는 능력이다.
 위탁운용사 자문사 관리란 펀드의 운용 목적에 맞는 재간접펀드 또는 위탁운용사, 자문사를 선정하고 관리하는 능력이다.
 펀드기획이란 고객의 니즈를 조사분석하여, 이에 상응하는 펀드설계, 법적요구문서작성, 등록, 청산하는 일련의 과정을 수행하고 펀드판매를 위한 마케팅 활동을 관리하는 능력이다.
 펀드 컴플라이언스란 펀드 운용 또는 운용의 각 단계에서 필요한 법규준수 여부를 확인하고 법적 문서를 점검하며, 펀드별 준수사항을 시스템에 입력하여 준수 여부를 점검하는 능력이다.
 펀드 성과분석이란 펀드의 성과를 측정하고 성과에 대한 원인 분해 및 분석과 피드백을 수행하는 동시에 운용사 전체 포트폴리오의 성과를 측정 및 보고를 하는 능력이다.
 포트폴리오 운용이란 선택된 자산에 분산투자하는 모델포트폴리오, 액티브 (또는 패시브) 운용포트폴리오를 구성하고 위험조정수익률을 관리하는 능력이다.
 펀드등록 관리란 펀드등록을 위한 법적요구문서를 작성하고 펀드를 설정ㆍ청산하는 일련의 과정을 수행하는 능력이다.
 펀드 자산배분이란 자산군 분석을 통해 투자대상 자산군과 세부자산군을 선정하고 기대수익률과 변동성을 추정하여 배분비율을 정하는 능력이다.
 산업별 개별투자대상 분석이란 산업분석, 기업분석, 기술적분석을 통해 개별투자대상을 분석하는 능력이다."
기획·전략,AI기획자,프로젝트 관리 전문가; 컴퓨터 및 정보시스템 관리자,ECI,41.6,51.7,45.4,48.7,62.1,57.7,X,"인공지능 서비스 요구사항 분석이란 인공지능 서비스의 목표 달성을 위한 요구사항의 수집, 정의, 명세화, 검증을 통해 요구사항을 확정하는 능력이다.
 인공지능 서비스 모델 기획이란 요구사항 분석 결과에 따라 인공지능 서비스에 필요한 구성요소를 분석하여 인공지능 서비스 모델을 정의하고 검증하는 능력이다.
 인공지능 서비스 환경 분석이란 서비스 모델과 관련된 기업의 내·외부 환경을 분석하고 데이터, 기술, 인력 관점에서 필요한 자원과 동향을 분석하는 능력이다.
 인공지능 서비스 목표 수립이란 서비스 대상 고객을 확인하고, 인공지능 서비스의 목표를 설정한 후 관련된 법·윤리 사항을 고려하여 목표를 정하는 능력이다.
 인공지능 서비스 실행계획 수립이란 인공지능 서비스 실행을 위한 조직, 인프라, 일정, 소요예산을 계획하고 위험에 대응하기 위한 계획을 수립하는 능력이다.
 인공지능 서비스 활용 기획이란 인공지능 서비스 적용 범위를 확대하기 위하여 인공지능 서비스 활용방안을 분석하고 비즈니스 모델을 기획하여 자산화 계획을 수립하는 능력이다.
 인공지능 서비스 성과평가 기획이란 인공지능 서비스의 실효성을 위한 평가 기준과 평가 방법을 마련하여 성과평가를 실행할 수 있도록 기획하는 능력이다.
 인공지능 서비스 시나리오 기획이란 인공지능 서비스 요소들의 기능적 상호작용에 대한 흐름을 체계화하고 타당성을 검증하여 시나리오를 확정하는 능력이다.
 인공지능 서비스 요건 정의란 수립된 인공지능 서비스 목표 달성을 위해 기술·시장 환경을 분석한 뒤 서비스 요건을 명확화하고 필요 자원을 정의하는 능력이다.
 인공지능 서비스 데이터 기획이란 인공지능 서비스에 필요한 데이터를 정의하고, 데이터를 확보, 정제, 가공하여 최종 데이터의 품질 검증을 계획하는 능력이다."
기획·전략,CEO·COO·CTO,최고경영자,ECS,37.8,49.4,48.9,53.0,68.9,51.4,X,"경영계획 수립은 기업의 중장기 경영전략 방향과 연간 경영방침을 설정하고, 그에 따른 경영목표를 수립하며, 이를 달성하기 위한 구체적인 사업계획을 수립, 조정하는 능력이다.
 신규사업 기획은 사업을 추진하는 주체가 보유하고 있는 신규사업 아이디어를 투자, 생산, 마케팅과 같은 경영활동들을 통해 구체화해 나가는 과정을 기획하는 능력이다.
 경영 리스크 관리는 기업경영에서 발생할 수 있는 리스크를 허용 가능한 수준 이하로 관리하기 위해 리스크 파악, 리스크 위험도 측정, 리스크 사전대응계획 수립, 리스크 사전대응활동 점검, 리스크  대응 활동을 수행하는 능력이다.
 경영방침 수립은 기업경영을 위한 비전과 사명을 도출하고 이에 기반한 기업 구성원들의 핵심가치를 제시하는 능력이다.
 사업별 투자 관리는 기업내 각 사업별 투자환경을 분석하여 적절한 투자계획을 세우고, 투자타당성을 검토하며, 투자실적을 분석하는 능력이다.
 사업환경 분석은 기업의 내부환경 분석과 외부환경 분석 과정을 거쳐 사업의 핵심성공요소를 도출하는 능력이다.
 경영실적 분석은 경영활동의 건전성을 위하여 경영실적 점검 계획 수립, 경영 실적 측정, 경영 실적 분석, 경영 실적 피드백을 수행하는 능력이다.
 이해관계자 관리는 회사의 목표달성에 영향을 미치는 개인 또는 단체를 파악하고, 이들의 특성과 기대사항을 분석하여 체계적으로 대응하는 능력이다.
 예산관리는 경영목표에 따른 예산편성 지침을 수립한 후, 예산 소요를 파악하고, 예산을 조정ㆍ편성하여 예산 계획대비 실적을 분석하는 능력이다."
기획·전략,PL·PM·PO,정보기술 프로젝트 관리자; 프로젝트 관리 전문가,ECI,39.4,49.3,46.4,49.5,64.8,55.5,X,"프로젝트 의사소통관리란 프로젝트 이해관계자들에게 적시에 필요한 정보와 의사소통 요구사항을 제공하기 위해 의사소통 방안을 계획 수립하고, 의사소통 계획에 따라 필요한 정보를 수집 배포하며, 배포된 정보가 이해관계자의 의사소통 요구사항을 만족하는지 모니터링 및 조정하는 능력이다.
 프로젝트 조달관리는 프로젝트 외부에서 제품, 서비스 또는 결과물을 획득하기위해 조달계획을 수립하고, 공급자 선정 및 조달통제를 하는 능력이다.
 프로젝트 인적자원관리는 프로젝트 수행을 위해 필요한 인적자원을 효과적이고 효율적인 프로세스를 통해 통제하고 관리하는 능력이다.
 프로젝트 일정관리란 단위 활동들의 순서를 정하고 각 활동의 수행에 필요한 자원을 할당함으로써 소요시간을 산출하여 프로젝트 전체 일정을 수립하고 이를 주기적으로 평가, 조정 및 관리하는 능력이다.
 프로젝트 리스크관리란 프로젝트 목표에 영향을 미칠 수 있는 리스크를 식별, 평가, 대응하고 통제하는 능력이다.
 프로젝트 범위관리란 프로젝트의 작업 및 인도물을 식별하고 정의하는 프로세스로써, 프로젝트를 성공적으로 완료하기 위해 프로젝트에 포함할 사항과 제외할 작업을 정의하고 통제하는 능력이다.
 프로젝트 통합관리는 다양한 프로젝트관리 활동들을 식별, 정의, 통합 및 조정하여 이해관계자의 요구 사항과 기대치를 성공적으로 관리하고 상호 영향 관계를 고려하여 프로젝트 착수부터 종료까지 관리하는 능력이다.
 프로젝트 이해관계자관리란 이해관계자를 식별하고, 효율적인 참여 유도를 위한 관리 전략을 개발하고, 요구와 기대 사항을 이해하기 위해 지속적으로 의사소통을 유지하여 발생된 이슈를 처리하고, 이해관계자를 효율적으로 관리하는 능력이다.
 프로젝트 원가관리는 승인된 예산 범위에서 프로젝트를 완료할 수 있도록 원가산정, 예산수립, 필요자금 조성 및 집행을 통해 진도상황을 모니터링하고 원가를 통제하는 능력이다.
 프로젝트 전략기획이란 신규 프로젝트를 착수하기 위하여 사전 프로젝트 환경 분석, 타당성 조사 및 비즈니스 케이스 개발을 수행하고 프로젝트 성공에 필요한 기준을 수립하는 능력이다.
 프로젝트 품질관리는 프로젝트의 요구사항을 충족하기 위한 품질정책, 품질목표, 품질책임 사항을 결정하고, 이를 준수할 수 있는  품질보증 및 통제를 계획하고 확립하는데 요구되는 프로세스를 관리하고 수행하며, 프로젝트 수행조직이 품질윤리를 실천할 수 있도록 지휘하고 통제하기 위한 활동 능력이다."
기획·전략,경영·비즈니스기획,경영 컨설턴트; 프로젝트 관리 전문가,CEI,39.0,55.1,45.6,49.9,61.1,59.6,X,"경영계획 수립은 기업의 중장기 경영전략 방향과 연간 경영방침을 설정하고, 그에 따른 경영목표를 수립하며, 이를 달성하기 위한 구체적인 사업계획을 수립, 조정하는 능력이다.
 신규사업 기획은 사업을 추진하는 주체가 보유하고 있는 신규사업 아이디어를 투자, 생산, 마케팅과 같은 경영활동들을 통해 구체화해 나가는 과정을 기획하는 능력이다.
 경영 리스크 관리는 기업경영에서 발생할 수 있는 리스크를 허용 가능한 수준 이하로 관리하기 위해 리스크 파악, 리스크 위험도 측정, 리스크 사전대응계획 수립, 리스크 사전대응활동 점검, 리스크  대응 활동을 수행하는 능력이다.
 경영방침 수립은 기업경영을 위한 비전과 사명을 도출하고 이에 기반한 기업 구성원들의 핵심가치를 제시하는 능력이다.
 사업별 투자 관리는 기업내 각 사업별 투자환경을 분석하여 적절한 투자계획을 세우고, 투자타당성을 검토하며, 투자실적을 분석하는 능력이다.
 사업환경 분석은 기업의 내부환경 분석과 외부환경 분석 과정을 거쳐 사업의 핵심성공요소를 도출하는 능력이다.
 경영실적 분석은 경영활동의 건전성을 위하여 경영실적 점검 계획 수립, 경영 실적 측정, 경영 실적 분석, 경영 실적 피드백을 수행하는 능력이다.
 이해관계자 관리는 회사의 목표달성에 영향을 미치는 개인 또는 단체를 파악하고, 이들의 특성과 기대사항을 분석하여 체계적으로 대응하는 능력이다.
 예산관리는 경영목표에 따른 예산편성 지침을 수립한 후, 예산 소요를 파악하고, 예산을 조정ㆍ편성하여 예산 계획대비 실적을 분석하는 능력이다."
기획·전략,마케팅기획,마케팅 관리자; 시장조사 분석가 및 마케팅 전문가,ECI,36.4,52.8,51.6,47.1,65.3,48.0,X,"신유통경로 마케팅은 디지털 환경 변화에 따라 새로운 마케팅 경로를 발굴하여 고객과의 커뮤니케이션 실행 계획을 수립하고 관리하는 능력이다.
 STP 전략 타당성 분석이란 제품의 차별적 경쟁우위를 확보하기 위하여 시장을 세분화하고 목표시장을 선정하여 자사제품을 경쟁사 대비 유리하게 위치시키기 위한 방안을 분석하는 능력이다.
 마케팅믹스전략 수립이란 표적시장에서 마케팅 목표 달성을 위하여 필요한 요소인 제품, 가격, 유통, 촉진이 최적으로 조합된 전략을 도출하는 능력이다.
 마케팅 전략 계획 수립이란 조직의 중·장기 비전과 경영 전략에 따라 마케팅 목표와 실행 방안을 수립하는 능력이다.
 마케팅 시장 환경 분석이란 마케팅 전략과 실행 계획에 따라 내·외부 마케팅 환경을 분석하는 능력이다.
 마케팅믹스 전략 실행계획 수립이란 표적시장에 따라 최적으로 조합된 제품, 가격, 유통, 촉진 전략의 실행방안을 계획하는 능력이다.
 마케팅 성과파악은 조직의 마케팅 전략의 달성여부를 판단하기 위한 성과관리 계획 및 성과를 파악하는 능력이다.
 마케팅 믹스 전략 수립이란 타깃 시장에서 마케팅 목표 달성을 위해 필요한 요소인 제품, 가격, 유통, 촉진이 최적으로 조합된 전략을 도출하는 능력이다.
 마케팅전략 계획수립은 조직의 중·장기 비전과 경영전략에 따라 마케팅목표와 실행방안을 수립하는 능력이다.
 STP전략 수립이란 제품의 차별적 경쟁우위를 확보하기 위하여 시장을 세분화하고 목표시장을 선정하여 자사제품을 경쟁사 대비 유리하게 위치시키는 능력이다.
 마케팅 성과관리는 조직의 마케팅 전략의 달성여부를 판단하기 위하여 마케팅 성과관리 계획 수립, 성과 분석 및 분석결과를 반영하여 후속방안을 도출하는 능력이다.
 전략적 제휴란 조직의 내부 역량 및 경쟁 기업 분석을 통해 필요한 마케팅 영역에 대한 제휴 계획을 수립하고, 제휴사를 선정하여 협업하는 능력이다.
 성과관리는 조직의 마케팅 전략의 달성여부를 판단하기 위하여 성과관리 계획 수립, 성과 분석 및 분석결과를 반영하여 후속방안을 도출하는 능력이다.
 마케팅 성과 관리란 조직의 마케팅 목표 달성 여부를 판단하기 위하여 마케팅 성과 관리 계획을 수립하고, 계획에 따라 마케팅 성과를 평가 및 분석하여 피드백을 하는 능력이다.
 신상품 기획이란 신규 아이템을 발굴하고 선정된 아이템에 대한 사업 타당성 분석을 통하여 신상품 개발 전략 계획을 수립하는 능력이다.
 STP 전략 수립이란 마케팅 목표를 달성하기 위하여 시장을 세분화하고 타깃 시장을 선정하며, 그 타깃 시장 내에서 자사 제품을 경쟁사 대비 유리하게 위치시키기 위한 전략을 도출하는 능력이다."
기획·전략,웹기획,프로젝트 관리 전문가; 웹 및 디지털 인터페이스 디자이너,CEI,41.6,53.2,55.2,48.0,56.4,51.1,X,"웹기획은 웹사이트 또는 웹서비스의 목적과 사용자 요구를 분석하여 서비스 구조, 화면 구성, 기능, 콘텐츠, 이용 흐름을 기획하고, 개발·디자인·운영 부서와 협업하여 웹서비스가 효과적으로 구현·운영되도록 관리하는 업무이다."
기획·전략,컨설턴트,경영 컨설턴트,CIE,39.3,63.9,45.6,47.9,56.4,62.5,X,"경영계획 수립은 기업의 중장기 경영전략 방향과 연간 경영방침을 설정하고, 그에 따른 경영목표를 수립하며, 이를 달성하기 위한 구체적인 사업계획을 수립, 조정하는 능력이다.
 신규사업 기획은 사업을 추진하는 주체가 보유하고 있는 신규사업 아이디어를 투자, 생산, 마케팅과 같은 경영활동들을 통해 구체화해 나가는 과정을 기획하는 능력이다.
 경영 리스크 관리는 기업경영에서 발생할 수 있는 리스크를 허용 가능한 수준 이하로 관리하기 위해 리스크 파악, 리스크 위험도 측정, 리스크 사전대응계획 수립, 리스크 사전대응활동 점검, 리스크  대응 활동을 수행하는 능력이다.
 경영방침 수립은 기업경영을 위한 비전과 사명을 도출하고 이에 기반한 기업 구성원들의 핵심가치를 제시하는 능력이다.
 사업별 투자 관리는 기업내 각 사업별 투자환경을 분석하여 적절한 투자계획을 세우고, 투자타당성을 검토하며, 투자실적을 분석하는 능력이다.
 사업환경 분석은 기업의 내부환경 분석과 외부환경 분석 과정을 거쳐 사업의 핵심성공요소를 도출하는 능력이다.
 경영실적 분석은 경영활동의 건전성을 위하여 경영실적 점검 계획 수립, 경영 실적 측정, 경영 실적 분석, 경영 실적 피드백을 수행하는 능력이다.
 이해관계자 관리는 회사의 목표달성에 영향을 미치는 개인 또는 단체를 파악하고, 이들의 특성과 기대사항을 분석하여 체계적으로 대응하는 능력이다.
 예산관리는 경영목표에 따른 예산편성 지침을 수립한 후, 예산 소요를 파악하고, 예산을 조정ㆍ편성하여 예산 계획대비 실적을 분석하는 능력이다."
디자인,3D디자이너,특수효과 아티스트 및 애니메이터,ARC,50.9,46.6,81.0,43.4,44.3,33.9,X,"3D디자이너는 제품 또는 디자인 아이디어를 3D 모델링 도구를 활용해 가상 공간에서 사실적이고 정밀하게 구현하고, 렌더링·소재·색상·구조·형상 검토를 통해 디자인을 시각화하며, 모형 제작이나 양산 검토에 활용할 수 있는 디자인 데이터를 제작하는 업무이다.
 제품디자인 프로젝트 기획은 프로젝트 수행에 앞서 클라이언트의 요구(needs), 범위(scope), 프로젝트 결과물(output)에 대해 정확하게 이해하고 수준을 파악하여 이를 기반으로 프로젝트를 수행하기 위한 상세 기획안을 수립, 명시하여 협약할 수 있게 하는 능력이다.
 양산 관리란 최종 안으로 결정된 디자인 안에 대하여 지식재산권을 확보하고, 제품을 생산할 수 있도록 디자인 사양서를 발행, 인증검사, 한도 견본 승인과 같은 관리 능력하는 능력이다.
 프로젝트 유지·관리 피드백이란 최종 디자인과 디자인 사양서, 한도 견본이 완료된 후 자료의 분류·정리를 체계화하고, 데이터베이스를 유지·활용할 수 있도록 정기적 피드백 관리를 통해 지속적인 사후관리를 하는 능력이다.
 제품디자인 리서치 기초란 전반적인 제품특성에 대한 시장 환경의 이해를 바탕으로 경쟁사ㆍ경쟁제품의 현황, 시장 환경, 디자인 트렌드 등을 파악하고 조사하여 분석 자료의 기본을 분류하는 능력이다.
 디자인 구체화 렌더링 및 평가 관리란 모델링된 데이터를 바탕으로 실제 적용될 수 있는 CMF(Color, Material, Finishing)를 구체화하여 실제 의사결정을 하는 능력이다.
 제품디자인 리서치란 전반적인 제품특성에 대한 시장 환경의 이해를 바탕으로 경쟁사ㆍ경쟁제품에 대한 분석, 디자인 트렌드의 진화방향 파악, 사용자 분석을 거쳐 구체적 개발 방향을 도출해낼 수 있도록 기초자료를 확보하는 능력이다.
 프로젝트 유지·관리 체계 구축이란 최종 디자인과 디자인 사양서, 한도 견본이 완료된 후 클라이언트의 최종 승인을 득하여 관련부서에 통보하고 양산에 문제가 없도록 결과 보고서를 작성한 후 데이터베이스를 체계화하여 지속적으로 관리하는 능력이다.
 디자인 구체화란 ‘디자인 아이디어 발상’ 단계에서 선정된 아이디어 안들을 컴퓨터를 이용하여 가상 공간상에 사실적이고 정밀하게 구현하여 구체화할 수 있는 능력이다.
 제품디자인 프로젝트 기획 계획 수립은 프로젝트 수행에 앞서 클라이언트의 요구(needs), 범위(scope), 프로젝트 결과물(output)에 대해 정확하게 이해하고 수준을 파악하여 이를 기반으로 프로젝트를 수행하기 위한 상세 기획안을 수립, 명시하는 능력이다.
 디자인 구체화 모델링이란 ‘디자인 아이디어 발상’ 단계에서 선정된 아이디어 안들을 컴퓨터를 포함한 유사도구를 이용하여 가상 공간상에 사실적이고 정밀하게 구현하여 구체화하는 능력이다.
 모형 제작이란 2D 또는 3D 컴퓨터모델링이나 도면 작업 후 최종디자인을 확정하는 단계로서 다양한 제작 기법을 통해 소재, 색상, 구조, 동작 등을 확인하고, 기구 설계, 금형 설계 및 마케팅 프로모션을 위한 모형을 제작 및 관리하는 능력이다.
 프로젝트 유지·관리란 최종 디자인과 디자인 사양서, 한도 견본이 완료된 후 클라이언트의 최종 승인을 득하여 관련부서에 통보하고 양산에 문제가 없도록 결과 보고서를 작성한 후 데이터베이스화하고 지속적인 사후 관리하는 능력이다.
 디자인 아이디어 발상이란 고정요소와 가변요소를 구분하여 다양한 경험과 새로운 신소재와 신기술을 융합하여 넓은 시각에서 창의적인 제품 아이디어를 전개해 나가는 능력이다.
 제품디자인 전략 수립이란 ‘제품디자인 리서치’의 분석 결과를 종합하여 제품 구현에 필요한 차별화 요소와 구체적 사양을 결정하여, 다음 단계인 ‘디자인 아이디어 발상’의 준거로 활용하는 능력이다.
 디자인 아이디어 발상 표현이란 구체화된 아이디어를 시각화하는 단계로서 다양한 표현기법을 활용하여 제품 아이디어를 전개해 나가는 능력이다.
 프로젝트 유지·관리 데이터 작성이란 최종 디자인과 디자인 사양서, 한도 견본 등 결과보고서 작성이 완료된 후 자료의 분류·정리·편집기술을 통하여 데이터베이스화하고 지속적인 사후 관리하는 능력이다."
디자인,UI·UX디자이너,웹 및 디지털 인터페이스 디자이너,IAC,44.7,60.1,64.6,44.1,46.9,45.4,X,"UI 디자인이란 UI 아키텍처 설계 후 시각적인 요소를 디자인하기 위해 비주얼 디자인 콘셉트를 도출하며 이 콘셉트에 근거하여 GUI 디자인 요소를 선정하는 능력이다.
 UI 구현 점검이란 UI 설계 산출물과 GUI 디자인 가이드를 바탕으로 UI 설계와 UI 구현 표준을 점검하는 능력이다.
 UI 테스트란 구현된 UI를 검증하기 위하여 사용성 테스트 계획, 수행, 분석, 결과 보고를 수행하는 능력이다.
 UI/UX 계획 수립이란 UI/UX 활동의 수행 범위를 정의하고 내부 역량을 분석하여 리소스를 활용하는 계획을 수립하는 능력이다.
 UI/UX 가이드 제작이란 UI/UX 콘셉트, 콘텐츠, 정보 구조, 워크플로우, 서비스 정책, 디자인 산출물을 파악하여 SW 개발을 위한 UI/UX 가이드를 제작하고 관리하는 능력이다.
 GUI 상세디자인이란 UI 디자인 후 도출된 비주얼 디자인 콘셉트에 근거하여 GUI 템플릿을 제작하고, 인터랙션 요소를 상세 디자인하는 능력이다.
 UI/UX 콘셉트 기획이란 UI/UX 분석 결과를 바탕으로 UI/UX 콘셉트를 도출하고 기능 및 콘텐츠를 정의하는 능력이다.
 UI/UX 환경 분석이란 시장의 사용자 니즈(needs)를 반영하여 UI/UX를 개발하기 위해 UI/UX 관련 트렌드, 경쟁 환경, 내부역량을 분석하는 능력이다.
 UI 아키텍처 설계란 기획된 콘셉트를 바탕으로 디자인과 구현을 위한 콘텐츠, 정보, 와이어 프레임, 태스크 플로우를 설계하는 능력이다.
 UI 제작이란 UI 설계 산출물과 GUI 디자인 가이드, UI 구현 표준을 바탕으로 저작도구를 활용하여 UI를 제작하는 능력이다.
 UI/UX 요구 분석이란 사용자 리서치 자료를 토대로 사용자의 요구사항을 파악하고 기획된 아이디어를 신속하게 만들어서 시각화하여 테스트하는 능력이다.
 사용자 리서치란 체계적인 방법으로 제품과 서비스를 이용하는 사용자를 정의하고 사용자의 맥락(Context), 니즈(needs)와 목표, 이용행태에 관한 계획, 자료 수집, 분석하는 능력이다."
